Brand,Description,VendorNo,VendorName,Total_Qty_Sold,Total_Revenue,Unit_Cost,Total_COGS,Gross_Profit
24055,La Volpe Pnt Grigio,10754,PERFECTA WINES             ,84,1127.1599999999999,9.33,783.72,343.4399999999998
24143,Ozeki Platnm Junmai Dai Sake,10754,PERFECTA WINES             ,7,69.93,6.57,45.99,23.940000000000005
24144,Ozeki Junmai Reishu Sake,10754,PERFECTA WINES             ,20,1449.8,49.31,986.2,463.5999999999999
24145,Ozeki Nigori Unfiltered Sake,10754,PERFECTA WINES             ,48,335.52,4.79,229.92000000000002,105.59999999999997
24156,NY Yankees Cab Svgn,10754,PERFECTA WINES             ,117,2302.83,12.9,1509.3,793.53
24158,Cambridge Pnt Nr RRV,10754,PERFECTA WINES             ,7,174.92999999999998,16.12,112.84,62.089999999999975
24159,Krupp Bros The Doctor Red,10754,PERFECTA WINES             ,20,1999.8,67.56,1351.2,648.5999999999999
24161,Krupp Bros Chard,10754,PERFECTA WINES             ,1,65.99,42.57,42.57,23.419999999999995
24165,Enzo Boglietti Brl Case Nere,10754,PERFECTA WINES             ,25,2124.75,55.19,1379.75,745.0
24166,Enzo Boglietti Barolo Fosati,10754,PERFECTA WINES             ,32,2399.68,50.33,1610.56,789.1199999999999
24167,Giacomo Borgogno & Figli Neb,10754,PERFECTA WINES             ,25,899.75,24.32,608.0,291.75
24187,Mirafiore Nebbiolo Langhe,10754,PERFECTA WINES             ,35,1154.65,21.42,749.7,404.95000000000005
24191,Mirafiore Dolcetto D'Alba,10754,PERFECTA WINES             ,32,679.68,13.79,441.28,238.39999999999998
24195,Casa E Mirafiori Barb d'Alba,10754,PERFECTA WINES             ,37,972.63,16.33,604.2099999999999,368.4200000000001
24227,Arca Nova Rose,10754,PERFECTA WINES             ,24,263.76,7.58,181.92000000000002,81.83999999999997
24229,K Vintners Merlot Northridge,10754,PERFECTA WINES             ,7,321.93,30.66,214.62,107.31
24231,K Vintners River Rock Syrah,10754,PERFECTA WINES             ,2,91.98,29.86,59.72,32.260000000000005
24273,von Buhl Jazz Rsl,10754,PERFECTA WINES             ,89,1359.1100000000001,10.45,930.05,429.0600000000002
24274,Armand Kabinett Rsl,10754,PERFECTA WINES             ,30,577.6999999999999,12.9,387.0,190.69999999999993
24275,Becker Family Pnt Bl,10754,PERFECTA WINES             ,22,395.78,11.64,256.08000000000004,139.69999999999993
24310,Hi! Prosecco,10754,PERFECTA WINES             ,5966,56199.340000000004,6.53,38957.98,17241.36
24341,Dom Henri Boillot Mersault,10754,PERFECTA WINES             ,18,1259.82,46.35,834.3000000000001,425.51999999999987
24361,JJ Prum Graacher Him Rsl Aus,10754,PERFECTA WINES             ,124,5826.76,30.71,3808.04,2018.7200000000003
24363,Mommessin Les Gr Mises Amour,10754,PERFECTA WINES             ,42,1091.58,16.21,680.82,410.7599999999999
24364,Mommessin Gr Mise CdBrouilly,10754,PERFECTA WINES             ,13,324.87,14.93,194.09,130.78
24365,Mommessin Les Gr Morgon C Py,10754,PERFECTA WINES             ,12,299.88,17.12,205.44,94.44
24366,Mommessin Dom Presle Bjls Fl,10754,PERFECTA WINES             ,39,779.6099999999999,13.07,509.73,269.8799999999999
24367,Ch de Pierreux Brouilly Bjls,10754,PERFECTA WINES             ,4,79.96,13.79,55.16,24.799999999999997
24377,Bon Affair Svgn Bl Spritzer,10754,PERFECTA WINES             ,1799,8977.01,3.39,6098.61,2878.4000000000005
24405,Ch Sociando Mallet 06 Haut-M,10754,PERFECTA WINES             ,27,809.7299999999999,20.54,554.5799999999999,255.14999999999998
24406,St Mayhem White Aged/Peppers,10754,PERFECTA WINES             ,82,1885.1799999999998,15.64,1282.48,602.6999999999998
24495,Ch Giscours Margaux 06,10754,PERFECTA WINES             ,55,1924.45,23.33,1283.1499999999999,641.3000000000002
24575,Failla Pnt Nr Sonoma Cst,10754,PERFECTA WINES             ,99,3464.01,23.17,2293.83,1170.1800000000003
24576,Failla Chard Sonoma Cst,10754,PERFECTA WINES             ,103,3603.9700000000003,23.8,2451.4,1152.5700000000002
24578,Jean Laurent Blanc de Noirs,10754,PERFECTA WINES             ,43,1982.5700000000002,26.81,1152.83,829.7400000000002
24579,Mt Beautiful Svgn Bl,10754,PERFECTA WINES             ,862,12957.38,10.27,8852.74,4104.639999999999
24580,Mt Beautiful Pnt Nr,10754,PERFECTA WINES             ,658,12902.42,12.25,8060.5,4841.92
24583,Moshin Vyds Pnt Nr Sonoma Cs,10754,PERFECTA WINES             ,8,319.92,26.31,210.48,109.44000000000003
24585,Moshin Vyds Pnt Nr RRV,10754,PERFECTA WINES             ,121,2953.79,14.93,1806.53,1147.26
24586,Moshin Vyds Chard,10754,PERFECTA WINES             ,7,202.92999999999998,19.2,134.4,68.52999999999997
24593,Bodegas La Cartuja Priorat,10754,PERFECTA WINES             ,942,17647.579999999998,10.13,9542.460000000001,8105.119999999997
24605,Fortant Chard,10754,PERFECTA WINES             ,1488,12939.12,5.29,7871.52,5067.6
24606,Fortant Cab Svgn,10754,PERFECTA WINES             ,2143,18554.57,5.15,11036.45,7518.119999999999
24685,Calera Central Chard,10754,PERFECTA WINES             ,12,155.88,8.49,101.88,54.0
24768,Vinsacro Rioja,10754,PERFECTA WINES             ,2243,35865.57,10.95,24560.85,11304.720000000001
24769,Bellefleur Malbec Brut Rose,10754,PERFECTA WINES             ,4,119.96,20.68,82.72,37.239999999999995
24771,Les Darons Lang J Carrel Rou,10754,PERFECTA WINES             ,2803,37089.97,8.66,24273.98,12815.990000000002
24791,St Mayhem Red Coffee & Peppe,10754,PERFECTA WINES             ,16,367.84,15.53,248.48,119.35999999999999
24792,St Mayhem Wh Peach & Ginger,10754,PERFECTA WINES             ,28,643.72,15.43,432.03999999999996,211.68000000000006
24793,Canyon Oaks Pink Moscato,10754,PERFECTA WINES             ,12,71.88,3.97,47.64,24.239999999999995
24798,The Pinot Project Pnt Nr,10754,PERFECTA WINES             ,1247,16918.53,8.38,10449.86,6468.669999999998
24799,The Chard Project Chard,10754,PERFECTA WINES             ,294,3980.06,8.55,2513.7000000000003,1466.3599999999997
24800,The Pinot Project Pnt Grigio,10754,PERFECTA WINES             ,143,2025.57,10.32,1475.76,549.81
24857,Ch du Parc Brdx Rouge,10754,PERFECTA WINES             ,101,1207.99,8.49,857.49,350.5
24858,Ch Plaisance Cuvee Alix Roug,10754,PERFECTA WINES             ,289,4290.11,10.13,2927.57,1362.5399999999995
24878,Fabre Montmayou Gr Vin Lujan,10754,PERFECTA WINES             ,7,286.93,28.08,196.56,90.37
24928,Rive Droite Rive Gauche CDR,10754,PERFECTA WINES             ,3711,33361.89,6.16,22859.760000000002,10502.129999999997
24929,Corvo Nero d'Avola & Pnt Gr,10754,PERFECTA WINES             ,224,5367.76,11.84,2652.16,2715.6000000000004
24930,L'Ecole No 41 Cab 12 Walla W,10754,PERFECTA WINES             ,69,2966.31,28.28,1951.3200000000002,1014.9899999999998
24951,Jackhammer Pnt Nr,10754,PERFECTA WINES             ,614,6097.0599999999995,11.03,6772.419999999999,-675.3599999999997
24952,Jackhammer Chard Monterey,10754,PERFECTA WINES             ,858,8068.42,9.2,7893.599999999999,174.82000000000062
25020,Ch de Pierreux Brouilly Rsv,10754,PERFECTA WINES             ,66,1681.34,17.56,1158.9599999999998,522.3800000000001
25084,Calera Ctrl Coast Pnt Nr,10754,PERFECTA WINES             ,116,3221.8399999999997,17.76,2060.1600000000003,1161.6799999999994
25156,Champagne Malard Grand Cru B,10754,PERFECTA WINES             ,23,1149.77,32.89,756.47,393.29999999999995
25157,M Lynch Bordeaux Blanc Grave,10754,PERFECTA WINES             ,255,3858.45,10.27,2618.85,1239.6
25158,M Lynch Bordeaux Rouge Medoc,10754,PERFECTA WINES             ,491,7370.09,10.06,4939.46,2430.63
25159,L'Eglise Saint-Hilaire Borde,10754,PERFECTA WINES             ,186,2166.14,7.89,1467.54,698.5999999999999
25160,Cinq les Pattes Bordeaux Bla,10754,PERFECTA WINES             ,108,1266.92,7.79,841.32,425.6
25161,Baron La Rose Bordeaux Blanc,10754,PERFECTA WINES             ,189,1988.1100000000001,7.89,1491.21,496.9000000000001
25162,D.des Senechaux CdP,10754,PERFECTA WINES             ,155,7748.45,32.89,5097.95,2650.5
25190,Sixto Chardonnay,10754,PERFECTA WINES             ,166,5974.34,23.52,3904.3199999999997,2070.0200000000004
25192,K Vintners The Klein,10754,PERFECTA WINES             ,2,149.98,49.01,98.02,51.959999999999994
25194,Ch Beaulieu Lalande de Pomer,10754,PERFECTA WINES             ,328,5572.719999999999,11.48,3765.44,1807.2799999999993
25195,Ch Brane-Cantenac Margaux 01,10754,PERFECTA WINES             ,78,8579.22,71.42,5570.76,3008.459999999999
25196,La Pommeraie de Brown Pessac,10754,PERFECTA WINES             ,36,1007.64,18.54,667.4399999999999,340.20000000000005
25197,Ch La Rousseliere St Estephe,10754,PERFECTA WINES             ,245,36747.55,99.33,24335.85,12411.700000000004
25198,Ch Fombrauge Le Cadran de Fo,10754,PERFECTA WINES             ,193,5209.07,17.76,3427.6800000000003,1781.3899999999994
25199,Le Prelat CdR Blanc,10754,PERFECTA WINES             ,171,2277.29,8.38,1432.98,844.31
25200,Le Prelat CdR Rouge,10754,PERFECTA WINES             ,403,5406.97,8.78,3538.3399999999997,1868.6300000000006
25201,Ch Croix de Jaugue St Emilio,10754,PERFECTA WINES             ,347,6589.53,12.41,4306.27,2283.2599999999993
25252,Hauts de Smith Rouge P-Le 12,10754,PERFECTA WINES             ,129,3868.71,19.35,2496.15,1372.56
25253,Ch du Levant Sauternes,10754,PERFECTA WINES             ,185,2958.15,10.52,1946.1999999999998,1011.9500000000003
25254,Ch des Perligues Graves,10754,PERFECTA WINES             ,221,2770.79,8.44,1865.24,905.55
25255,Calera Ctrl Coast Chard,10754,PERFECTA WINES             ,267,5301.33,12.66,3380.2200000000003,1921.1099999999997
25256,Ch St Louis Vieux Galvesse L,10754,PERFECTA WINES             ,310,5266.9,11.1,3441.0,1825.8999999999996
25257,Ch Boston Margaux,10754,PERFECTA WINES             ,213,6454.87,20.77,4424.01,2030.8599999999997
25258,Ch Maine d'Arman Cote Bourg,10754,PERFECTA WINES             ,316,3867.04,8.72,2755.5200000000004,1111.5199999999995
25259,Ch Martinon Brdx Rouge,10754,PERFECTA WINES             ,331,3637.69,7.09,2346.79,1290.9
25260,Lavergne Brdx Rouge,10754,PERFECTA WINES             ,1235,9867.65,5.19,6409.650000000001,3457.999999999999
25265,Brittan Vyds Chard Wlmete Vy,10754,PERFECTA WINES             ,91,3912.09,29.05,2643.55,1268.54
25317,Grammercy Cellars Cab Svgn,10754,PERFECTA WINES             ,16,799.84,32.67,522.72,277.12
25321,Capeside Cellars Svgn Blanc,10754,PERFECTA WINES             ,3,19.47,4.33,12.99,6.479999999999999
25333,Garda Pinot Grigio,10754,PERFECTA WINES             ,274,2463.2599999999998,5.8,1589.1999999999998,874.06
25334,Masseria Prosecco,10754,PERFECTA WINES             ,96,959.04,6.84,656.64,302.4
25335,George Wine Co Pnt Nr Sonoma,10754,PERFECTA WINES             ,46,3035.54,43.41,1996.86,1038.68
25381,Selbach-Oster Riesling,10754,PERFECTA WINES             ,89,1512.11,11.64,1035.96,476.14999999999986
25383,Von Winning Riesling Pfalz,10754,PERFECTA WINES             ,148,2680.52,12.74,1885.52,795.0
25387,G Vigouroux L Comtes Cahours,10754,PERFECTA WINES             ,3781,37772.19,6.7,25332.7,12439.490000000002
25389,Agiorgitiko Argilos Nemea,10754,PERFECTA WINES             ,12,179.88,9.86,118.32,61.56
25390,Xinomavro Naoussa Young Vine,10754,PERFECTA WINES             ,12,191.88,10.38,124.56,67.32
25401,Assyrtiko-Athiri Atlantis,10754,PERFECTA WINES             ,12,191.88,10.59,127.08,64.8
25415,Schlosskellerei Gobelsburg,10754,PERFECTA WINES             ,321,5124.79,9.08,2914.68,2210.11
25416,Gaston Chiquet Trad Brut 1er,10754,PERFECTA WINES             ,264,10333.36,27.2,7180.8,3152.5600000000004
25418,Malamatina Retsina,10754,PERFECTA WINES             ,845,4967.55,4.07,3439.15,1528.4
25444,Calera Mt Harlan Chard,10754,PERFECTA WINES             ,45,1784.55,28.08,1263.6,520.95
25480,Boyle MacDonald Cab Svgn Nap,10754,PERFECTA WINES             ,426,11497.74,17.64,7514.64,3983.0999999999995
25515,Bootstrap Red,10754,PERFECTA WINES             ,2436,19463.64,5.47,13324.92,6138.719999999999
25553,Billecart-Salmon Blanc de Bl,10754,PERFECTA WINES             ,38,2735.62,47.05,1787.8999999999996,947.7200000000003
25637,Browne Family Vyds Cab Svgn,10754,PERFECTA WINES             ,198,7402.02,26.14,5175.72,2226.3
25638,Browne Family Vyds Tribute R,10754,PERFECTA WINES             ,210,6455.9,21.56,4527.599999999999,1928.3000000000002
25650,Long Barn Chardonnay,10754,PERFECTA WINES             ,2071,22242.29,6.49,13440.79,8801.5
25651,Long Barn Pnt Nr,10754,PERFECTA WINES             ,1,13.99,9.39,9.39,4.6
25652,Red Autumn Red,10754,PERFECTA WINES             ,234,2869.66,7.38,1726.92,1142.7399999999998
25653,Ca'Momi Chard Rsv Napa,10754,PERFECTA WINES             ,147,4408.53,19.73,2900.31,1508.2199999999998
25748,Duca di Salaparuta Paso Mule,10754,PERFECTA WINES             ,43,945.5699999999999,14.47,622.21,323.3599999999999
25749,Duca di Salaparuta Platino I,10754,PERFECTA WINES             ,6,113.94,12.74,76.44,37.5
25866,Le Cirque Rouge,10754,PERFECTA WINES             ,142,2210.58,11.48,1630.16,580.4199999999998
25867,D Cabirau CdRoussillon Rouge,10754,PERFECTA WINES             ,64,1193.36,12.41,794.24,399.1199999999999
25868,Comm Bargemone d'Aix Blanc,10754,PERFECTA WINES             ,129,2578.71,13.79,1778.9099999999999,799.8000000000002
25966,Robert Sinskey Pnt Nr Carner,10754,PERFECTA WINES             ,977,34848.23,23.8,23252.600000000002,11595.630000000001
26020,Hirsch Gruner Veltliner,10754,PERFECTA WINES             ,76,1443.2399999999998,12.41,943.16,500.0799999999998
26021,Nigl Gruner Veltliner Freiht,10754,PERFECTA WINES             ,72,1439.28,13.07,941.04,498.24
26024,Ch le Pape Pessac Leo Rouge,10754,PERFECTA WINES             ,53,1907.47,23.99,1271.47,636.0
26025,Ch Cru Godard Cd Brdx Rouge,10754,PERFECTA WINES             ,226,3523.7400000000002,10.66,2409.16,1114.5800000000004
26026,Ch Capbern Gasqueton St Este,10754,PERFECTA WINES             ,207,6000.929999999999,18.82,3895.7400000000002,2105.189999999999
26027,Ch Beauchene CdPape Blanc,10754,PERFECTA WINES             ,60,2072.4,23.99,1439.3999999999999,633.0000000000002
26028,Wines of Substance Cab Svgn,10754,PERFECTA WINES             ,281,5467.19,13.07,3672.67,1794.5199999999995
26246,Emphasis-Ktima Pavlidis-Syrh,10754,PERFECTA WINES             ,6,221.94,24.5,147.0,74.94
26253,Harlaftis Chard,10754,PERFECTA WINES             ,12,203.88,11.56,138.72,65.16
26254,Kalogeri Papagiannakos Cab S,10754,PERFECTA WINES             ,6,125.94,13.99,83.94,42.0
26255,Pofyros-Spiropooulos,10754,PERFECTA WINES             ,6,149.94,17.23,103.38,46.56
26314,OTWC Pnt Nr Willamete Vly,10754,PERFECTA WINES             ,7,139.92999999999998,13.6,95.2,44.729999999999976
26315,Primarius Pnt Nr,10754,PERFECTA WINES             ,11,208.89,12.41,136.51,72.38
26316,Fish House Svgn Bl,10754,PERFECTA WINES             ,24,287.76,8.72,209.28000000000003,78.47999999999996
26317,House Wine Chard,10754,PERFECTA WINES             ,1223,22001.769999999997,15.17,18552.91,3448.859999999997
26318,House Wine Cab Svgn,10754,PERFECTA WINES             ,1209,21749.91,11.61,14036.49,7713.42
26319,Steak House Cab Svgn,10754,PERFECTA WINES             ,709,7094.91,6.53,4629.77,2465.1399999999994
26352,Armas de Guerra Rosado Mncia,10754,PERFECTA WINES             ,773,10814.27,9.65,7459.450000000001,3354.8199999999997
26353,Lago Rose,10754,PERFECTA WINES             ,765,9937.35,8.96,6854.400000000001,3082.95
26354,Le Cengle CdProvence Rose,10754,PERFECTA WINES             ,364,4728.36,8.78,3195.9199999999996,1532.44
26355,Bleu de Mer Rose,10754,PERFECTA WINES             ,724,9404.76,8.78,6356.719999999999,3048.040000000001
26356,Le Val Grenache Rose,10754,PERFECTA WINES             ,713,7835.87,7.43,5297.59,2538.2799999999997
26382,Gordo Monastrell & Cab Svgn,10754,PERFECTA WINES             ,26,441.73999999999995,11.48,298.48,143.25999999999993
26437,Ch le Borderon Haut-Medoc,10754,PERFECTA WINES             ,547,10387.529999999999,13.1,7165.7,3221.829999999999
26442,Fortant Heritage Lang Rouge,10754,PERFECTA WINES             ,1462,23377.38,10.8,15789.600000000002,7587.779999999999
26458,Groppello CaMaiol Red,10754,PERFECTA WINES             ,4,63.96,11.03,44.12,19.840000000000003
26460,Golan Heights Yarden Cab Svg,10754,PERFECTA WINES             ,89,3017.11,23.33,2076.37,940.7400000000002
26461,Golan Heights Yarden Chard,10754,PERFECTA WINES             ,98,2145.02,15.12,1481.76,663.26
26464,Golan Heights Yarden Svgn Bl,10754,PERFECTA WINES             ,178,3202.22,12.33,2194.7400000000002,1007.4799999999996
26515,West Side Wine Co Cab Svgn,10754,PERFECTA WINES             ,14,223.85999999999999,10.66,149.24,74.61999999999998
26516,West Side Wine Co Chard,10754,PERFECTA WINES             ,12,191.88,10.8,129.60000000000002,62.27999999999997
26570,Schlosskellerei Gobelsbrg Rs,10754,PERFECTA WINES             ,12,191.88,10.32,123.84,68.03999999999999
26583,Billecart-Salmon Brut 02 N F,10754,PERFECTA WINES             ,13,2417.87,128.27,1667.5100000000002,750.3599999999997
26645,Darting Rsl Kab,10754,PERFECTA WINES             ,13,220.86999999999998,11.72,152.36,68.50999999999996
26716,Arpa Brunello di Montalcino,10754,PERFECTA WINES             ,898,28727.02,21.76,19540.48,9186.54
26717,Arpa Pnt Grigio,10754,PERFECTA WINES             ,1490,14885.1,6.66,9923.4,4961.700000000001
26802,L Aubry Fils Rose Brut 1 Cru,10754,PERFECTA WINES             ,38,2013.6200000000001,36.54,1388.52,625.1000000000001
26803,Gaston Chiquet Special Club,10754,PERFECTA WINES             ,47,3242.5299999999997,46.93,2205.71,1036.8199999999997
26804,L Aubry Fils Brut 1er Cru,10754,PERFECTA WINES             ,108,4318.92,27.58,2978.64,1340.2800000000002
26839,Bon Affair Svgn Bl Spritzer,10754,PERFECTA WINES             ,10,99.9,6.53,65.3,34.60000000000001
26889,Jaboulet Crozes Hermitage L,10754,,32,745.68,,,
26983,Almaviva Rothschild & CyToro,10754,PERFECTA WINES             ,30,2999.7000000000003,65.35,1960.4999999999998,1039.2000000000005
26985,Pierre Andre Bourgogne Chard,10754,PERFECTA WINES             ,125,2123.75,9.73,1216.25,907.5
26992,Pierre Andre Gevry-Chambertn,10754,PERFECTA WINES             ,51,2345.4900000000002,31.72,1617.72,727.7700000000002
26994,Frank Family Vyds Chard,10754,PERFECTA WINES             ,221,7953.79,23.22,5131.62,2822.17
26995,Frank Family Vyds Cab Svgn,10754,PERFECTA WINES             ,324,18140.760000000002,38.35,12425.400000000001,5715.360000000001
26996,Bleu de Mer Blanc,10754,PERFECTA WINES             ,375,4804.25,9.03,3386.2499999999995,1418.0000000000005
27009,Bouchard Aine & Fils B Chard,10754,PERFECTA WINES             ,196,3330.04,11.64,2281.44,1048.6
27010,J Moreau & Fils Chablis,10754,PERFECTA WINES             ,361,8964.39,17.1,6173.1,2791.289999999999
27011,Bouchard Aine & Fils Mersult,10754,PERFECTA WINES             ,58,3247.42,36.36,2108.88,1138.54
27012,Bouchard Aine & Fils B Pnt N,10754,PERFECTA WINES             ,305,5181.95,11.56,3525.8,1656.1499999999996
27013,Bouchard Aine & Fils Fixin,10754,PERFECTA WINES             ,40,1599.6,26.48,1059.2,540.3999999999999
27014,Jean-Claude Boisset Gev-Chmb,10754,PERFECTA WINES             ,38,2659.62,46.97,1784.86,874.76
27015,Dom la Vougeraie La Justice,10754,PERFECTA WINES             ,10,899.9,61.64,616.4,283.5
27016,Bouchard Aine & Fils Chard,10754,PERFECTA WINES             ,563,6232.37,7.48,4211.240000000001,2021.1299999999992
27017,Bouchard Aine & Fils Pnt Nr,10754,PERFECTA WINES             ,724,7971.76,7.09,5133.16,2838.6000000000004
27053,Ponte Vinho Verde Rose,10754,PERFECTA WINES             ,21,209.79,6.57,137.97,71.82
27091,Reverdy Sancerre Blanc,10754,PERFECTA WINES             ,28,723.7199999999999,16.23,454.44,269.2799999999999
27092,Feast Agiorgitiko,10754,PERFECTA WINES             ,90,1079.1,7.84,705.6,373.4999999999999
27093,Feast Moschofilero,10754,PERFECTA WINES             ,25,299.75,7.89,197.24999999999997,102.50000000000003
27094,Corvo Terrae Dei Nero d'Avol,10754,PERFECTA WINES             ,446,3563.54,5.51,2457.46,1106.08
27098,Grattamacco Bolgheri Rosso,10754,PERFECTA WINES             ,3,299.96999999999997,65.78,197.34,102.62999999999997
27100,La Maialina Gilfredo Verment,10754,PERFECTA WINES             ,331,4302.69,8.49,2810.19,1492.4999999999995
27157,Ch Graves Rabion St Emilion,10754,PERFECTA WINES             ,445,6670.55,9.99,4445.55,2225.0
27158,Ch Lamonthe St Germain Brdx,10754,PERFECTA WINES             ,508,5582.92,7.48,3799.84,1783.08
27159,Ch du Moulin Entre-Deux-Mers,10754,PERFECTA WINES             ,165,1813.35,7.58,1250.7,562.6499999999999
27267,Krupps The Water Witch Red,10754,PERFECTA WINES             ,4,283.96,46.7,186.8,97.15999999999997
27279,Ch Canon St Emilion 07,10754,PERFECTA WINES             ,18,1547.82,55.48,998.64,549.18
27284,Ch Giscours Margaux 07,10754,PERFECTA WINES             ,30,1799.7,39.73,1191.8999999999999,607.8000000000002
27285,Ch Grand Puy-Lacst Pauilc 07,10754,PERFECTA WINES             ,10,739.9,50.33,503.29999999999995,236.60000000000002
27286,Ch Malartic-Lagraviere PL 07,10754,PERFECTA WINES             ,26,1299.74,33.55,872.3,427.44000000000005
27287,Ch Rauzan-Segla Gr Cru 08 Ma,10754,PERFECTA WINES             ,65,5199.349999999999,55.17,3586.0499999999997,1613.2999999999997
27289,Ch Plaisance Alix CdBrdx 12,10754,PERFECTA WINES             ,44,747.56,11.18,491.91999999999996,255.64
27290,Ch Pape Clement Pess-Leo 13,10754,PERFECTA WINES             ,8,1039.92,85.52,684.16,355.7600000000001
27291,Waterbrook Chard Rsv Col Vly,10754,PERFECTA WINES             ,176,3518.24,13.24,2330.2400000000002,1187.9999999999995
27316,W Selyum Pnt Nr Eastside Rd,10754,PERFECTA WINES             ,14,1147.86,54.66,765.24,382.6199999999999
27318,W Selyum Pnt Nr Foss Vyd RRV,10754,PERFECTA WINES             ,5,429.95,58.1,290.5,139.45
27320,W Selyum Pnt Nr Sonoma Cst,10754,PERFECTA WINES             ,12,719.88,40.81,489.72,230.15999999999997
27322,W Selyum Pnt Nr RRV,10754,PERFECTA WINES             ,11,901.89,55.4,609.4,292.49
27325,Canoe Ridge Cab Svgn Col Vly,10754,PERFECTA WINES             ,80,959.2,7.89,631.1999999999999,328.0000000000001
27326,Canoe Ridge Red Columbia Vly,10754,PERFECTA WINES             ,59,707.41,8.16,481.44,225.96999999999997
27328,Canoe Ridge Chard Colum Vly,10754,PERFECTA WINES             ,65,779.35,8.27,537.55,241.80000000000007
27367,Ch Haut Bommes Sauternes 10,10754,PERFECTA WINES             ,143,2858.5699999999997,13.79,1971.9699999999998,886.5999999999999
27369,Herencia del Padri Priorat,10754,PERFECTA WINES             ,42,797.5799999999999,13.01,546.42,251.15999999999997
27371,Bernard Magrez Cab Svgn Napa,10754,PERFECTA WINES             ,4,599.96,99.99,399.96,200.00000000000006
27412,Peter Paul Bennett Vy Svgn B,10754,PERFECTA WINES             ,1103,13224.97,7.74,8537.22,4687.75
27425,Proud Pour The Oyster Svgn B,10754,PERFECTA WINES             ,35,699.65,13.33,466.55,233.09999999999997
27437,Mommessin Bjls Nouveau,10754,PERFECTA WINES             ,845,9286.55,7.18,6067.099999999999,3219.45
27502,Ma Serenite Corbieres Langue,10754,PERFECTA WINES             ,33,494.67,10.2,336.59999999999997,158.07000000000005
27504,Mon Plaisir Minervois Charmi,10754,PERFECTA WINES             ,32,479.68,10.2,326.4,153.28000000000003
27506,The Conductor Red,10754,PERFECTA WINES             ,6,149.94,16.55,99.30000000000001,50.639999999999986
27513,Garage Wine Co Cab Svgn,10754,PERFECTA WINES             ,23,804.77,22.87,526.01,278.76
27549,Whitman Express Pnt Blanc,10754,PERFECTA WINES             ,530,6354.7,8.21,4351.3,2003.3999999999996
27627,Hook or Crook Chardonnay,10754,PERFECTA WINES             ,7,188.93,18.36,128.51999999999998,60.410000000000025
27723,Mommessin Morgon Les Charmes,10754,PERFECTA WINES             ,23,574.77,17.0,391.0,183.76999999999998
27724,Mommessin Moulin-A-Vent Gran,10754,PERFECTA WINES             ,33,824.67,16.66,549.78,274.89
28050,Morgan Winery Albarino,10754,PERFECTA WINES             ,4,67.96,11.25,45.0,22.959999999999994
31541,Morgan Winery Highland Chard,10754,PERFECTA WINES             ,2206,47274.939999999995,13.15,29008.9,18266.039999999994
31542,Morgan Winery Twelve Clones,10754,PERFECTA WINES             ,3498,95421.01999999999,16.1,56317.8,39103.21999999999
32803,Truchard Carneros Chard,10754,PERFECTA WINES             ,190,5287.099999999999,17.64,3351.6,1935.4999999999995
32805,Truchard Carneros Pnt Nr,10754,PERFECTA WINES             ,571,15694.289999999999,16.12,9204.52,6489.769999999999
33573,Morgan Winery Svgn Bl Mont S,10754,PERFECTA WINES             ,1003,15034.97,9.93,9959.789999999999,5075.18
33574,Morgan Winery Syrah G-17 Mon,10754,PERFECTA WINES             ,450,8061.499999999999,11.64,5238.0,2823.499999999999
33731,Hopler Gruner Veltliner,10754,PERFECTA WINES             ,5734,71124.66,7.48,42890.32,28234.340000000004
33734,Hopler Pinot Noir Austria,10754,PERFECTA WINES             ,112,2026.8799999999999,11.61,1300.32,726.56
33923,Calera Jensen Mt Hrln Pnt Nr,10754,PERFECTA WINES             ,9,818.91,59.08,531.72,287.18999999999994
34144,Capanna Brunello Montalcino,10754,PERFECTA WINES             ,102,5999.9800000000005,28.1,2866.2000000000003,3133.78
34153,Capanna Rosso di Montalcino,10754,PERFECTA WINES             ,102,1430.98,12.33,1257.66,173.31999999999994
34388,Kesselstatt Rsl RK QbA Mosel,10754,PERFECTA WINES             ,568,8358.32,9.93,5640.24,2718.08
34393,Valckenberg Gewurz Pfalz,10754,PERFECTA WINES             ,4308,51944.92,8.05,34679.4,17265.519999999997
34395,Valckenberg Madonna Kabinet,10754,PERFECTA WINES             ,14,167.86,7.99,111.86,56.000000000000014
34397,Valckenberg Madonna Spatlese,10754,PERFECTA WINES             ,12,155.88,8.78,105.35999999999999,50.52000000000001
34841,Hopler Pnt Bl,10754,PERFECTA WINES             ,121,2099.79,11.72,1418.1200000000001,681.6699999999998
34870,Arca Nova Vinho Verde,10754,PERFECTA WINES             ,6046,55629.54,5.84,35308.64,20320.9
34982,Baron K Kabinett,10754,PERFECTA WINES             ,48,911.52,12.66,607.6800000000001,303.8399999999999
35290,Vampire Transylvania Merlot,10754,PERFECTA WINES             ,35,227.15,4.27,149.45,77.70000000000002
35480,Prinz Salm Der Weib,10754,PERFECTA WINES             ,58,1091.42,13.42,778.36,313.06000000000006
35485,JJ Prum Graacher Himmel 11,10754,PERFECTA WINES             ,12,359.88,20.68,248.16,111.72
35755,Ken Wright Canary Hill Pnt N,10754,PERFECTA WINES             ,35,1924.65,37.41,1309.35,615.3000000000002
35756,Ken Wright Freedom Hill Pnt,10754,PERFECTA WINES             ,36,1979.64,37.66,1355.7599999999998,623.8800000000003
